,Номенклатура,КлассТовара
14768,Видеокарта PCI-E GigaByte GeForce GTX 470 1280MB 320bit DDR5 [GV-N470SO-13I] DVI miniHDMI,Наименее продаваемый
14769,Видеокарта PCI-E Asus GeForce GTX 680 2048MB 256bit GDDR5 [GTX680-2GD5] DVI HDMI DisplayPort,Наименее продаваемый
14770,"Цифровая камера FujiFilm FinePix JX500 Purple (14MPix 4288 x3216 5xZoom SD/SDHC NP-45 LCD2.7"" USB2.0)  ",Наименее продаваемый
14771,"Портативный аккумулятор Choiix Power Fort (White) (2700 mAh, набор адаптеров, LED фонарик) [C-2010-W1S0]",Наименее продаваемый
14772,Видеокарта PCI-E Palit GeForce GTX 680 2048MB 256bit GDDR5 DVI HDMI DisplayPort,Наименее продаваемый
14773,Док Станция HTC для HTC Flyer (USB крэдл) [CR T500],Наименее продаваемый
14774,Bluetooth гарнитура Jabra Stone White,Наименее продаваемый
14775,"Коммуникатор HTC A7272 Desire Z 800MHz/512Mb+1,5Gb/480x800/microSD/GSM/3G/EDGE/GPS/BT/WiFi/Cam5/Android",Наименее продаваемый
14776,Аккумулятор AcmePower NB-2L20 (Li-Ion 7.4V 2000 mAh) аналог Canon BP-2L14,Наименее продаваемый
14777,"Цифровой медиа плеер 3Q F301HC [без HDD, USB(A)/USB(B)/SD/MMC/MS, MPEG1/MPEG2/MPEG4/XviD/MP3/WMA/JPEG]",Наименее продаваемый
14778,"Проектор EPSON EB-S10 [3LCD, 800x600, 2000:1, 2600 lm, USB(B), моно 1Вт, VGA(in)/аудио (in/out), 2.3кг]",Наименее продаваемый
14779,"Монитор Acer 23.6"" HS244HQbmii [3D, очки в комплекте, 1920x1080, 12M:1, 2 мс, 170гор/160вер, 1Вт х2, HDMI, D-Sub]",Наименее продаваемый
14780,"Колонки Edifier 2.1 C5 [2х9W+ Subwoofer 35W, материал дерево, ПДУ]",Наименее продаваемый
14781,"Автопроигрыватель Supra SCD-401U [1DIN, 4x50 Вт, CD/USB/SD, (Красная)]",Наименее продаваемый
14782,"7"" Планшетный ПК Lenovo IdeaPad Tablet A1-07 16Гб Pink 1 ГГц/512Мб+16Гб/Емк.1024x600/WiFi/BT/GPS/Cam/A2.3",Наименее продаваемый
14783,"15.6"" Ноутбук Asus (K53Sj)(HD) i5 2410M(2.3)/4096/500/NV GT520M 1Gb/DVD-SMulti/WiF/BT/Cam/MS Win7",Наименее продаваемый
14784,"Игра для PC ""LEGO Гарри Поттер: Годы 5-7"" (7+) [Jewel, русские субтитры] (Экшн)",Наименее продаваемый
14785,"Телевизор LED 32"" (81 см) Samsung UE32ES6100 [3D, FHD, 1920x1080, 200 CMR, DVB-T/C, 10Вт х2,HDMIx4, USB x3, LAN, WiFi]",Наименее продаваемый
14786,"GPS Навигатор Lexand Si-515(plus)  (5""/480x272/BT/WM CE 6.0+Navitel)",Наименее продаваемый
14787,"15.6"" Ноутбук Asus (K53Sj)(HD) i7 2630QM(2.0)/4096/500/NV GT520M 1Gb/DVD-SMulti/WiF/Cam/MS Win7",Наименее продаваемый
14788,"10.1"" Ноутбук Samsung NC110 (A03) (WSVGA) Intel Atom N455(1.66)/1024/250/WiFi/BT/Cam/MS Win7 Starter/Red",Наименее продаваемый
14789,Память DIMM DDR3  4096MBx4 PC15000 1866MHz Corsair Dominator DHX Pro 9-9-9-24 [CMP16GX3M4X1866C9] Retail,Наименее продаваемый
14790,"Портативный DVD/MPEG4 BBK DL7042SI [7"" LCD, 480x234, поворотный экран, аккум. 2.5 ч., USB/SD/MMC/MS, цвет черный]",Наименее продаваемый
14791,"Факс Philips HFC 325  [Термобумага, A4, 9.6Кб/с, АОН, память 50 номеров/15 страниц]",Наименее продаваемый
14792,"Цифровая камера Kodak EasyShare MINI M200 White (10.0 Mpix 3640x2736 1/3"" 3xZoom LSD 2,4""D/SDHC, Li-lon, USB 2,0 )",Наименее продаваемый
14793,"17.3"" Ноутбук Samsung NP700G7A-S01RU (HD+) i7 2670QM(2.2)/8192/1.5TB/AMD HD6970 2Gb/DVD Blu-ray Combo/WiFi/Cam/MS Win7",Наименее продаваемый
14794,Портмоне на 48CD Boombag BB-4802С. Красное клетчатое,Наименее продаваемый
14795,"Цифровая камера Kodak EasyShare SPORT Red C123 (12.0 MPix 4000x3000 5xZoom 3m water  LCD 2.5"" SD/SDHC, 2xAA, USB 2,0 )",Наименее продаваемый
14796,"[163594] Bluetooth гарнитура Sony Ericsson VH-410, красная",Наименее продаваемый
14797,"ТВ Антенна GAL UNIWEL ОРИОН [всеволновая, наружная, активная, усиление VHF 22дБ/ UHF 28 - 32 дБ, алюминий]",Наименее продаваемый
14798,"16.4"" Ноутбук Sony VAIO (VPC-F23Z1R/BI)(FHD) i7 2670QM(2.2)/8192/750/NV GT540M 2Gb/DVD Blu-ray Combo/WiFi/BT/Cam/MS Win7",Наименее продаваемый
14799,"Объектив Sigma AF 50-200mm F4.0-5,6 DC OS HSM для Nikon",Наименее продаваемый
14800,Клавиатура Genius LuxeMate 325B White (USB),Наименее продаваемый
14801,"8"" Планшетный ПК RoverPad 3W F80 4Гб  1ГГц/512Мб+4Гб/Рез. 800x600/MicroSD/WiFi/Android 2.2",Наименее продаваемый
14802,Видеокарта PCI-E GigaByte ATI Radeon HD5570 1024MB 128bit DDR3 [GV-R557OC-1GI] DVI D-Sub HDMI ,Наименее продаваемый
14803,Набор креплений Noctua NM-I2011 для Socket LGA2011,Наименее продаваемый
14804,"Сумка-кобура Solo IV STILE белая нейлон (18х14,5х22cм)",Наименее продаваемый
14805,"Аккумулятор AcmePower ""AAA"" 1000mAh NiMh 4шт.",Наименее продаваемый
14806,"Игра для PS3 ""Heavy Rain"" Platinum/Essentials (18+) [русская версия]",Наименее продаваемый
14807,Память DIMM DDR II 2048MB 800MHz PC6400 ECC (Dual Rank) [KVR800D2E5/2G],Наименее продаваемый
14808,"17.3"" Ноутбук Asus (N75SL)(FHD) i5 2450M(2.5)/6144/2x500/NV GT635M 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7",Наименее продаваемый
14809,Корпус Micro ATX SilverStone Fortress SST-FT03B без БП,Наименее продаваемый
14810,"Цифровой медиа плеер Gmini Magic Box HDRS120D [без HDD, RTD1283, USB/LAN/WiFi(опц), MKV/MPEG4/MP3,HDMI,DVB-T,Rec]",Наименее продаваемый
14811,"Универсальное крепление Resonans PWH8 [23""-42"", наклон +/-15 гр, до 75 кг, 8 см от стены]",Наименее продаваемый
14812,"Универсальное крепление Omnimount VB35C B [наклон -5/+15 гр, 13""-32"", до 15.9 кг, 73 мм от стены]",Наименее продаваемый
14813,"Система охлаждения для видеокарт DEEPCOOL V400 (Al+Cu, 4 трубки, 23 dBA, 1200 rpm)",Наименее продаваемый
14814,"Внешний HDD ASUS AN350 1Tb 2.5"" USB 3.0 BLACK",Наименее продаваемый
14815,"Электронная книга Highscreen Alex White 6"" E-ink/3.5"" TFT/microSD/Wi-Fi/USB2.0/Android",Наименее продаваемый
14816,"11.6"" Ноутбук Asus (U24E)(HD) i5 2450M(2.5)/4096/500/Intel HD3000/WiFi/BT/Cam/MS Win7/Silver",Наименее продаваемый
14817,Корпус Miditower ATX ASUS/Vento TA-8J2 450W Black-Silver,Наименее продаваемый
14818,Сотовый телефон Nokia 7020 Hot Pink GSM/TFT/320x240/2Мп/45Mb/microSD/GPRS/EDGE/BT/FM,Наименее продаваемый
14819,"17.3"" Ноутбук Toshiba Satellite (L775-12F)(HD+) i5 2410M(2.3)/4096/750/NV GT525M 2Gb/DVD Blu-ray Combo/WiFi/BT/Cam/MS Wi",Наименее продаваемый
14820,Рюкзак Veloce V коричневый нейлон (34х20х42cм),Наименее продаваемый
14821,"Видеокамера Sony HDR-CX580E (SD/SDHC, HDD 32gb Full HD, 1/5.8"" 6,6MPix, 12xZoom, 3.0"", NP-FV50)",Наименее продаваемый
14822,"ИБП Powercom WOW-850U (резервный, 850ВА, 4 розетки CEE7, USB, защита тел/модем линии)",Наименее продаваемый
14823,Память DIMM DDR3  4096MBx4 PC12800 1600MHz Corsair Vengeance LP 8-8-8-24 [CML16GX3M4X1600C8] Retail,Наименее продаваемый
14824,"17.3"" [Home] Ноутбук DNS (0133852) (HD+) Pentium B940(2.0)/3072/500/NV GT520M 1Gb/DVD-Smulti/HDMI/WiFi/BT/Cam/No OS",Наименее продаваемый
14825,"Внешний HDD 3Q 640GB 5400rpm [3QHDD-U287-BB640] 2.5"" USB 2.0  Rainbow",Наименее продаваемый
14826,"Память USB 2.0 Flash DSY PD595 ""История игрушек"" 4 Gb",Наименее продаваемый
14827,"Фоторамка цифровая SONY 8"" DPF-D820B [2Gb, 800x600, цвет черный, MS/SD/USB, JPEG/TIFF/ BMP/RAW/MP3, ПДУ]",Наименее продаваемый
14828,Корпус Desktop ATX SilverStone Lascala SST-LC16B-MR без БП,Наименее продаваемый
14829,"БП Enermax Naxn82+ 850W (80+ Bronze, Active PFC, Modular, Ret.) [ENM850EWT]",Наименее продаваемый
14830,"Звуковая карта ASUS ""Xonar U1 Audio Station"" USB",Наименее продаваемый
14831,"17.3"" Ноутбук Acer Aspire 7739ZG-P624G50Mikk (HD+) P6200(2.13)/4096/500/NV GT520M 1Gb/DVD-SMulti/WiFi/Cam/MS Win7",Наименее продаваемый
14832,Видеокарта PCI-E Manli GeForce GTX 570 1280MB 320bit GDDR5 DVI miniHDMI/HDMI/DisplayPort,Наименее продаваемый
14833,Видеокарта PCI-E MSI GeForce GTX 550 Ti 1024MB 192bit GDDR5 [N550GTX-Ti Cyclone II 1GD5] DVI miniHDMI,Наименее продаваемый
14834,"15.6"" Ноутбук Lenovo Z570 (59-308309)(HD) i5 2410M(2.3)/4096/750/NV GT540 2Gb/DVD-SMulti/WiFi/BT/Cam/MS Win7",Наименее продаваемый
14835,"Телевизор LED 16"" (40 см) Changhong E16B389A [HD, 1366x768, 500:1, HDMI, USB]",Наименее продаваемый
14836,Коврик на приборную панель Inotec Nano-Pad [143x80/Красный] (Дубль!),Наименее продаваемый
14837,"Твердотельный накопитель SSD 2.5"" SATA-II   60Gb OCZ Vertex 2 [OCZSSD2-2VTXE60G/2VTX60G] (R285/W275MB/s)",Наименее продаваемый
14838,Видеокарта PCI-E GigaByte AMD Radeon HD6990 4096MB 2x256bit GDDR5 [GV-R699D5-4GD-B] DVI Mini DisplayPort,Наименее продаваемый
14839,Видеокарта PCI-E ATI Radeon HD4830 512MB 256bit DDR3 DVI ,Наименее продаваемый
14840,"13"" Cумка Tucano Studio (BSTU2-G), нейлон, серый ",Наименее продаваемый
14841,"Телевизор плазменный 50"" (127 см) LG 50PZ750S [3D, FHD, 1920x1080,3M:1,20Вт,600Гц,DVB-T/C/S/S2,HDMIx4,USBx2,SmartTV]",Наименее продаваемый
14842,Мышь беспроводная A4 G9-600 Optical USB,Наименее продаваемый
14843,"Цифровая камера Samsung ST5500 Gray (14.2Pix 4320x3240 7xZoom microSD/SDHC SLB-11A LCD3.7"" USB2.0)",Наименее продаваемый
14844,"Адаптер питания сетевой универсальный AcmePower ULA-12 для ноутбуков (120Вт, 8 переходников, 2xUSB)",Наименее продаваемый
14845,"15.6"" Ноутбук Lenovo G575 (59-307800)(HD) AMD E350(1.6)/2048/320/AMD HD6310/DVD-SMulti/WiFi/Cam/MS Win7 Starter",Наименее продаваемый
14846,"Штатив Joby J-SLR GP2-A1M3 Black/Silver (Универ. винт 1/4 дюйма, нагрузка до 800 г, вес 165г)",Наименее продаваемый
14847,"Цифровой медиа плеер iconBIT TOUCAN NANO PLUS [без HDD,Cortex A9 1GHz,Android2.3,LAN/SD/USB,интернет-сервисы,QWERTY-ПДУ]",Наименее продаваемый
14848,"Резак сабельный Fellowes SafeCut™ Fusion A3 (FS-5410901 длина реза 460мм, стопа 1мм, резка до 10 листов 80г/м2)",Наименее продаваемый
14849,"Цифровая камера Nikon S6150 Purple (16MPix 4000x3000 7xZoom SD/SDHC HDMI TFT2.7"" touch EN-EL12)",Наименее продаваемый
14850,"Бумага HP Q1396A 610 мм x 45,7 м 80 г/м2 рулон",Наименее продаваемый
14851,Сканер Epson Perfection V500 Photo  (A4  6400x9600dpi  48bit  CISMEA  Слайд-адаптер  USB2.0),Наименее продаваемый
14852,Extreme [0132978]  Phenom II X4 955 (3.2 GHz)/4GB/GTS 450 (1024)/1Tb/DVD±RW/CR/Без ПО,Наименее продаваемый
14853,Память USB 2.0 Flash Team Group 32 Gb C116 (TYPE 1),Наименее продаваемый
14854,"11.6"" Ноутбук Samsung NP300U1A-A01RU (HD) i3 2357M(1.3)/2048/320/Intel HD3000/WiFi/BT/Cam/MS Win7",Наименее продаваемый
14855,"Монитор LG  21.5"" Flatron E2260V [LED, 1920x1080, DC 5M:1, 5мс, 170гор/170вер, D-Sub, DVI, HDMI, TCO03]",Наименее продаваемый
14856,"S26361-F4482-E130 FTS HDD SAS 300GB 10K 6G HOT PL 2.5"" EP (RX200 S6/RX300 S6/RX300 S5/RX600 S5/TX150 S)",Наименее продаваемый
14857,"17"" Сумка Sumdex PON-303BK, нейлон/полиэстер, черный",Наименее продаваемый
14858,Док Станция Samsung для Samsung i9100 Galaxy S II (Оригинал) [ECR-D1A2BEGSTD],Наименее продаваемый
14859,Картридж Colouring (027401) для Epson Stylus Photo 810/820/830/925/935 Colour (Совм.),Наименее продаваемый
14860,Жесткий диск SATA-II   1Tb Western Digital IntelliPower [WD10EADS] 32Mb,Наименее продаваемый
14861,"8"" Планшетный ПК WEXLER.TAB 8001B 8Гб 1.2 ГГц/512Мб+8Гб/Емк. 800x600/WiFi/Cam/Android 2.3",Наименее продаваемый
14862,"Счетчик банкнот PRO-57 (cкорость счета 800/1200/1500 банк./мин., функция суммирования и фасовки., детекции по оптической",Наименее продаваемый
14863,МФУ HP Photosmart Premium C310b  (CN503C  Принтер/Копир/Сканер: A4 9600x2400dpi 33ppm 64Mb CR TFT Duplex WiFi USB2.0),Наименее продаваемый
14864,"Телевизор LED 22"" (55 см) IZUMI TLE22F400B [FHD, 1920x1080, 1000:1, HDMI]",Наименее продаваемый
14865,Пленка защитная Vertex для Nokia C7,Наименее продаваемый
14866,"Монитор Envision 18.5"" H819 [1366x768, 1000:1(DC 10000:1), 5мс, 170гор/160вер, D-Sub]",Наименее продаваемый
